-1.577,0.043277
-1.5768,0.042244
-1.5768,0.043315
-1.5759,0.043777
-1.5766,0.043662
-1.5767,0.043187
-1.5762,0.043726
-1.577,0.04402
-1.5775,0.043145
-1.5778,0.042105
-1.5758,0.042731
-1.577,0.044296
-1.5782,0.043343
-1.5777,0.043918
-1.5769,0.042761
-1.5753,0.043132
-1.5769,0.044715
-1.577,0.042702
-1.5776,0.044416
-1.5767,0.043682
-1.5761,0.043154
-1.5775,0.042558
-1.5773,0.044637
-1.5777,0.04218
-1.5762,0.042395
-1.5759,0.042845
-1.5759,0.04213
-1.5767,0.043413
-1.5749,0.04317
-1.5768,0.043099
-1.5769,0.043332
-1.5763,0.043801
-1.5759,0.043749
-1.5759,0.043145
-1.5769,0.043049
-1.5765,0.043528
-1.5764,0.042404
-1.577,0.043162
-1.5765,0.045019
-1.5769,0.04203
-1.5772,0.044132
-1.5768,0.044029
-1.5762,0.04319
-1.5757,0.044478
-1.5765,0.044652
-1.5759,0.043401
-1.5768,0.042555
-1.5768,0.044747
-1.5765,0.042992
-1.5777,0.042206
-1.5769,0.044235
-1.577,0.044492
-1.5766,0.043419
-1.5777,0.043733
-1.577,0.042553
-1.5765,0.042564
-1.577,0.042257
-1.5757,0.043705
-1.5765,0.04264
-1.5767,0.043783
-1.5769,0.042685
-1.5766,0.04361
-1.5759,0.043936
-1.5764,0.041468
-1.5778,0.04405
-1.5785,0.044984
-1.5771,0.042671
-1.5777,0.044461
-1.5765,0.044525
-1.5776,0.043664
-1.5763,0.043225
-1.5761,0.043601
-1.5765,0.045755
-1.5755,0.044066
-1.5759,0.043456
-1.577,0.043057
-1.5764,0.044875
-1.5786,0.044884
-1.579,0.044017
-1.577,0.043043
-1.5746,0.043696
-1.5771,0.043681
-1.5768,0.043375
-1.5767,0.044005
-1.5776,0.043779
-1.576,0.045878
-1.5765,0.042391
-1.5773,0.04341
-1.5776,0.043591
-1.5776,0.044405
-1.5766,0.043166
-1.5778,0.042878
-1.5771,0.042743
-1.5765,0.042909
-1.5772,0.043006
-1.5769,0.043562
-1.5778,0.043513
-1.5786,0.043921
-1.5774,0.044186
-1.5773,0.042819
-1.5793,0.044128
-1.5767,0.043779
