BPMX-1 BPMY-1 BPMS-1 BPMA-1 BPMB-1 BPMC-1 BPMD-1 
-1.302145e+00 -4.861000e-03 10454778 2.439736e+06 2.786065e+06 2.866750e+06 2.362227e+06 
-1.298441e+00 -1.326000e-02 10454758 2.439299e+06 2.783748e+06 2.867846e+06 2.363865e+06 
-1.301530e+00 -1.929400e-02 10455564 2.437771e+06 2.783707e+06 2.869332e+06 2.364754e+06 
-1.308948e+00 -1.092500e-02 10455725 2.438006e+06 2.786287e+06 2.869263e+06 2.362169e+06 
-1.313230e+00 -3.417000e-03 10456483 2.438731e+06 2.788394e+06 2.868965e+06 2.360393e+06 
-1.310650e+00 -1.131000e-02 10456217 2.438097e+06 2.786316e+06 2.870056e+06 2.361748e+06 
-1.302460e+00 -1.952200e-02 10455971 2.437939e+06 2.783668e+06 2.869895e+06 2.364469e+06 
-1.298345e+00 -1.174000e-02 10455047 2.439583e+06 2.784105e+06 2.867614e+06 2.363745e+06 
-1.300604e+00 -4.436000e-03 10454962 2.440168e+06 2.785864e+06 2.866547e+06 2.362383e+06 
-1.308575e+00 -1.173900e-02 10454196 2.437497e+06 2.785766e+06 2.868835e+06 2.362098e+06 
-1.313515e+00 -1.855100e-02 10455568 2.436304e+06 2.785419e+06 2.871538e+06 2.362307e+06 
-1.309537e+00 -1.085700e-02 10455366 2.438129e+06 2.786007e+06 2.869541e+06 2.361689e+06 
-1.301298e+00 -6.134000e-03 10454528 2.439838e+06 2.785422e+06 2.866981e+06 2.362287e+06 
-1.298783e+00 -1.312900e-02 10455149 2.439074e+06 2.784211e+06 2.867706e+06 2.364158e+06 
-1.300795e+00 -1.892400e-02 10453624 2.437824e+06 2.782806e+06 2.868944e+06 2.364050e+06 
-1.306127e+00 -1.145200e-02 10454094 2.438357e+06 2.784949e+06 2.868797e+06 2.361991e+06 
-1.314604e+00 -5.291000e-03 10455267 2.437936e+06 2.787969e+06 2.869181e+06 2.360181e+06 
-1.311902e+00 -1.027700e-02 10454505 2.437490e+06 2.786405e+06 2.869450e+06 2.361160e+06 
-1.303542e+00 -1.707200e-02 10455724 2.438116e+06 2.784168e+06 2.869615e+06 2.363825e+06 
-1.298780e+00 -1.357200e-02 10454568 2.439164e+06 2.783686e+06 2.867916e+06 2.363802e+06 
-1.300795e+00 -5.484000e-03 10453861 2.439700e+06 2.785439e+06 2.866439e+06 2.362283e+06 
-1.307945e+00 -1.021700e-02 10453911 2.438121e+06 2.785497e+06 2.868744e+06 2.361549e+06 
-1.312600e+00 -1.618800e-02 10454455 2.436538e+06 2.785401e+06 2.870655e+06 2.361861e+06 
-1.309382e+00 -1.212200e-02 10454204 2.437547e+06 2.785595e+06 2.869274e+06 2.361788e+06 
-1.304035e+00 -4.830000e-03 10453187 2.439371e+06 2.785644e+06 2.866928e+06 2.361243e+06 
-1.298506e+00 -1.128100e-02 10455013 2.439460e+06 2.784361e+06 2.867392e+06 2.363800e+06 
-1.300416e+00 -1.905000e-02 10454295 2.438019e+06 2.782905e+06 2.869084e+06 2.364287e+06 
-1.306266e+00 -1.136100e-02 10454219 2.438241e+06 2.785157e+06 2.868702e+06 2.362119e+06 
-1.311193e+00 -3.213000e-03 10454493 2.438498e+06 2.787699e+06 2.867918e+06 2.360378e+06 
-1.309535e+00 -1.050000e-02 10454056 2.437599e+06 2.785999e+06 2.868840e+06 2.361618e+06 
-1.304224e+00 -1.715500e-02 10453768 2.437485e+06 2.783795e+06 2.869153e+06 2.363335e+06 
-1.298132e+00 -1.178400e-02 10453951 2.439477e+06 2.783649e+06 2.867408e+06 2.363417e+06 
-1.300498e+00 -5.607000e-03 10453709 2.439636e+06 2.785387e+06 2.866312e+06 2.362374e+06 
-1.305157e+00 -1.008100e-02 10453358 2.438284e+06 2.785102e+06 2.867929e+06 2.362043e+06 
-1.310393e+00 -1.606200e-02 10453514 2.436543e+06 2.784967e+06 2.869859e+06 2.362145e+06 
-1.310063e+00 -1.100900e-02 10452970 2.437557e+06 2.785332e+06 2.869092e+06 2.360989e+06 
-1.302887e+00 -4.906000e-03 10453133 2.439553e+06 2.785411e+06 2.866757e+06 2.361412e+06 
-1.298955e+00 -9.639000e-03 10453487 2.439409e+06 2.784186e+06 2.866889e+06 2.363003e+06 
-1.300124e+00 -1.659900e-02 10453234 2.438009e+06 2.783186e+06 2.868134e+06 2.363905e+06 
-1.306315e+00 -1.150700e-02 10453884 2.437828e+06 2.785355e+06 2.868339e+06 2.362362e+06 
-1.310656e+00 -5.036000e-03 10453106 2.438025e+06 2.786883e+06 2.867808e+06 2.360390e+06 
-1.309215e+00 -9.330000e-03 10454830 2.438210e+06 2.786157e+06 2.868996e+06 2.361467e+06 
-1.303791e+00 -1.597800e-02 10453469 2.437674e+06 2.783841e+06 2.868804e+06 2.363150e+06 
-1.299466e+00 -1.131300e-02 10453119 2.438821e+06 2.784043e+06 2.867000e+06 2.363255e+06 
-1.299815e+00 -5.921000e-03 10452498 2.439408e+06 2.784907e+06 2.865914e+06 2.362269e+06 
-1.305046e+00 -9.140000e-03 10453149 2.438422e+06 2.785167e+06 2.867715e+06 2.361845e+06 
-1.310857e+00 -1.449700e-02 10454596 2.437198e+06 2.785364e+06 2.870199e+06 2.361835e+06 
-1.307701e+00 -1.215000e-02 10454038 2.437913e+06 2.785137e+06 2.869093e+06 2.361895e+06 
-1.303435e+00 -5.235000e-03 10453736 2.439339e+06 2.785819e+06 2.866854e+06 2.361724e+06 
-1.298674e+00 -1.125100e-02 10453322 2.439117e+06 2.783869e+06 2.867025e+06 2.363311e+06 
-1.300920e+00 -1.862000e-02 10452966 2.437391e+06 2.783010e+06 2.868425e+06 2.364140e+06 
-1.304891e+00 -1.148500e-02 10454112 2.438577e+06 2.784727e+06 2.868625e+06 2.362183e+06 
-1.310072e+00 -3.034000e-03 10453220 2.438472e+06 2.787147e+06 2.867415e+06 2.360186e+06 
-1.309244e+00 -9.625000e-03 10453618 2.437606e+06 2.786059e+06 2.868448e+06 2.361505e+06 
-1.304211e+00 -1.532100e-02 10454188 2.437820e+06 2.784269e+06 2.868902e+06 2.363197e+06 
-1.299073e+00 -1.007100e-02 10454720 2.439585e+06 2.784485e+06 2.867295e+06 2.363355e+06 
-1.299411e+00 -5.064000e-03 10452072 2.439730e+06 2.784652e+06 2.865807e+06 2.361883e+06 
-1.305900e+00 -9.045000e-03 10453395 2.438125e+06 2.785618e+06 2.867676e+06 2.361976e+06 
-1.308747e+00 -1.673200e-02 10453351 2.436717e+06 2.784493e+06 2.869707e+06 2.362434e+06 
-1.308956e+00 -1.024100e-02 10453857 2.437772e+06 2.785811e+06 2.868731e+06 2.361543e+06 
-1.302034e+00 -5.468000e-03 10453658 2.439642e+06 2.785401e+06 2.866772e+06 2.361843e+06 
-1.299564e+00 -9.924000e-03 10453219 2.439208e+06 2.784160e+06 2.866969e+06 2.362882e+06 
-1.299380e+00 -1.713000e-02 10454174 2.438290e+06 2.783201e+06 2.868384e+06 2.364299e+06 
-1.305343e+00 -9.487000e-03 10453828 2.438503e+06 2.785312e+06 2.868034e+06 2.361979e+06 
-1.310925e+00 -3.319000e-03 10454128 2.438534e+06 2.787446e+06 2.867886e+06 2.360262e+06 
-1.307998e+00 -1.141500e-02 10453770 2.437864e+06 2.785292e+06 2.868890e+06 2.361724e+06 
-1.303243e+00 -1.640500e-02 10454555 2.437784e+06 2.784134e+06 2.868919e+06 2.363718e+06 
-1.298804e+00 -1.125200e-02 10453599 2.439230e+06 2.783894e+06 2.867192e+06 2.363283e+06 
-1.299166e+00 -6.017000e-03 10453687 2.439907e+06 2.784971e+06 2.866281e+06 2.362528e+06 
-1.304284e+00 -9.537000e-03 10454203 2.438570e+06 2.785416e+06 2.867787e+06 2.362430e+06 
-1.309609e+00 -1.503500e-02 10452686 2.436951e+06 2.784481e+06 2.869641e+06 2.361613e+06 
-1.308830e+00 -1.020500e-02 10453909 2.437787e+06 2.785834e+06 2.868695e+06 2.361593e+06 
-1.304158e+00 -5.904000e-03 10454357 2.439435e+06 2.785815e+06 2.867430e+06 2.361677e+06 
-1.298862e+00 -8.447000e-03 10453218 2.439369e+06 2.784481e+06 2.866418e+06 2.362950e+06 
-1.299748e+00 -1.397000e-02 10453959 2.438742e+06 2.783674e+06 2.867915e+06 2.363628e+06 
-1.304363e+00 -1.018700e-02 10454814 2.438748e+06 2.785331e+06 2.868228e+06 2.362507e+06 
-1.309609e+00 -5.323000e-03 10454226 2.438689e+06 2.786685e+06 2.868270e+06 2.360582e+06 
-1.309346e+00 -9.783000e-03 10453135 2.437677e+06 2.785695e+06 2.868584e+06 2.361179e+06 
-1.303049e+00 -1.367100e-02 10454428 2.438380e+06 2.784368e+06 2.868553e+06 2.363127e+06 
-1.297189e+00 -8.228000e-03 10452453 2.439612e+06 2.783927e+06 2.866012e+06 2.362902e+06 
-1.300057e+00 -7.339000e-03 10454079 2.439703e+06 2.784939e+06 2.866816e+06 2.362621e+06 
-1.305115e+00 -9.640000e-03 10453566 2.438304e+06 2.785330e+06 2.867800e+06 2.362132e+06 
-1.309458e+00 -1.375600e-02 10454286 2.437229e+06 2.785420e+06 2.869518e+06 2.362119e+06 
-1.308986e+00 -9.133000e-03 10454157 2.438169e+06 2.785926e+06 2.868788e+06 2.361274e+06 
-1.303459e+00 -4.572000e-03 10453749 2.439334e+06 2.786047e+06 2.866641e+06 2.361727e+06 
-1.299915e+00 -8.900000e-03 10453943 2.439457e+06 2.784607e+06 2.867028e+06 2.362851e+06 
-1.298616e+00 -1.399300e-02 10453622 2.438594e+06 2.783646e+06 2.867391e+06 2.363991e+06 
-1.305937e+00 -8.210000e-03 10453776 2.438643e+06 2.785563e+06 2.867949e+06 2.361621e+06 
-1.308124e+00 -3.205000e-03 10454770 2.439053e+06 2.787285e+06 2.867479e+06 2.360953e+06 
-1.308138e+00 -8.661000e-03 10454667 2.438564e+06 2.785940e+06 2.868773e+06 2.361390e+06 
-1.303791e+00 -1.258400e-02 10454464 2.438283e+06 2.784838e+06 2.868345e+06 2.362998e+06 
-1.298997e+00 -9.821000e-03 10454479 2.439635e+06 2.784396e+06 2.867229e+06 2.363219e+06 
-1.297604e+00 -5.619000e-03 10454707 2.440508e+06 2.785010e+06 2.866283e+06 2.362906e+06 
-1.302657e+00 -9.777000e-03 10454082 2.438994e+06 2.784853e+06 2.867753e+06 2.362482e+06 
-1.308984e+00 -1.256400e-02 10454143 2.437568e+06 2.785399e+06 2.869307e+06 2.361869e+06 
-1.309822e+00 -8.148000e-03 10454820 2.438191e+06 2.786557e+06 2.868789e+06 2.361283e+06 
-1.304811e+00 -5.639000e-03 10454458 2.439225e+06 2.786162e+06 2.867351e+06 2.361720e+06 
-1.298766e+00 -1.203100e-02 10455035 2.439299e+06 2.784288e+06 2.867562e+06 2.363886e+06 
-1.298300e+00 -1.243300e-02 10454932 2.439453e+06 2.783951e+06 2.867691e+06 2.363837e+06 
-1.302858e+00 -7.337000e-03 10455370 2.439756e+06 2.785532e+06 2.867836e+06 2.362246e+06 
-1.308215e+00 -4.109000e-03 10455791 2.439222e+06 2.787331e+06 2.868015e+06 2.361223e+06 
-1.310026e+00 -8.416000e-03 10455575 2.438223e+06 2.786815e+06 2.869006e+06 2.361531e+06 
-1.306229e+00 -1.226200e-02 10453609 2.438104e+06 2.784695e+06 2.868822e+06 2.361988e+06 
-1.298809e+00 -7.582000e-03 10455322 2.440339e+06 2.784845e+06 2.867174e+06 2.362964e+06 
-1.297805e+00 -6.229000e-03 10455564 2.440678e+06 2.785069e+06 2.866753e+06 2.363064e+06 
-1.300612e+00 -9.817000e-03 10454384 2.439314e+06 2.784671e+06 2.867430e+06 2.362969e+06 
-1.306919e+00 -1.177700e-02 10454871 2.438199e+06 2.785389e+06 2.869036e+06 2.362247e+06 
-1.309489e+00 -5.128000e-03 10456247 2.438739e+06 2.787709e+06 2.868300e+06 2.361499e+06 
-1.303397e+00 -5.785000e-03 10456078 2.439876e+06 2.786273e+06 2.867654e+06 2.362275e+06 
-1.299256e+00 -1.013700e-02 10455832 2.439779e+06 2.784825e+06 2.867616e+06 2.363612e+06 
-1.297294e+00 -1.251700e-02 10453840 2.439298e+06 2.783533e+06 2.867190e+06 2.363819e+06 
-1.302171e+00 -6.270000e-03 10455049 2.439741e+06 2.785735e+06 2.867235e+06 2.362338e+06 
-1.306480e+00 -5.479000e-03 10456286 2.439414e+06 2.786939e+06 2.868108e+06 2.361825e+06 
-1.308915e+00 -9.792000e-03 10456771 2.438522e+06 2.786664e+06 2.869441e+06 2.362144e+06 
-1.305308e+00 -1.168900e-02 10455654 2.438594e+06 2.785414e+06 2.868908e+06 2.362738e+06 
-1.299440e+00 -7.019000e-03 10456461 2.440291e+06 2.785646e+06 2.867195e+06 2.363329e+06 
-1.297746e+00 -6.068000e-03 10456543 2.440771e+06 2.785518e+06 2.866814e+06 2.363440e+06 
-1.300635e+00 -1.077500e-02 10457248 2.439902e+06 2.785201e+06 2.868456e+06 2.363689e+06 
-1.307541e+00 -1.202200e-02 10455884 2.438370e+06 2.785644e+06 2.869532e+06 2.362338e+06 
-1.310245e+00 -5.659000e-03 10455840 2.438917e+06 2.787154e+06 2.868882e+06 2.360887e+06 
-1.304904e+00 -4.926000e-03 10455783 2.439632e+06 2.786650e+06 2.867610e+06 2.361891e+06 
-1.299947e+00 -1.000900e-02 10456493 2.439897e+06 2.785079e+06 2.867945e+06 2.363572e+06 
-1.297156e+00 -1.034800e-02 10455642 2.440104e+06 2.784336e+06 2.867316e+06 2.363886e+06 
-1.302684e+00 -6.055000e-03 10457047 2.440287e+06 2.786258e+06 2.867960e+06 2.362542e+06 
-1.307307e+00 -3.938000e-03 10455905 2.439595e+06 2.787071e+06 2.868040e+06 2.361199e+06 
-1.309479e+00 -7.790000e-03 10456669 2.438657e+06 2.787132e+06 2.869102e+06 2.361778e+06 
-1.305858e+00 -1.161700e-02 10456542 2.438749e+06 2.785726e+06 2.869256e+06 2.362811e+06 
-1.300272e+00 -7.373000e-03 10455516 2.439865e+06 2.785484e+06 2.867118e+06 2.363049e+06 
-1.297756e+00 -5.532000e-03 10457325 2.441066e+06 2.785789e+06 2.866969e+06 2.363501e+06 
-1.301386e+00 -9.573000e-03 10456744 2.439815e+06 2.785429e+06 2.868201e+06 2.363299e+06 
-1.306185e+00 -1.102900e-02 10456938 2.438845e+06 2.786020e+06 2.869283e+06 2.362790e+06 
-1.307661e+00 -5.390000e-03 10458065 2.439670e+06 2.787601e+06 2.868794e+06 2.362000e+06 
-1.306314e+00 -5.581000e-03 10457365 2.439736e+06 2.787123e+06 2.868453e+06 2.362053e+06 
-1.300148e+00 -9.704000e-03 10457050 2.439958e+06 2.785396e+06 2.867995e+06 2.363701e+06 
-1.297652e+00 -1.218500e-02 10457782 2.440216e+06 2.784693e+06 2.868278e+06 2.364595e+06 
-1.302214e+00 -6.900000e-03 10458816 2.440467e+06 2.786686e+06 2.868335e+06 2.363328e+06 
-1.305638e+00 -4.999000e-03 10457159 2.440047e+06 2.786899e+06 2.868345e+06 2.361868e+06 
-1.309074e+00 -1.159300e-02 10457533 2.438449e+06 2.786529e+06 2.870040e+06 2.362515e+06 
-1.305541e+00 -1.139300e-02 10456970 2.438662e+06 2.786100e+06 2.869010e+06 2.363198e+06 
-1.299599e+00 -5.697000e-03 10457815 2.440928e+06 2.786118e+06 2.867507e+06 2.363262e+06 
-1.297416e+00 -6.809000e-03 10457520 2.441060e+06 2.785475e+06 2.867277e+06 2.363708e+06 
-1.300399e+00 -1.050700e-02 10457413 2.439595e+06 2.785678e+06 2.867991e+06 2.364149e+06 
-1.305378e+00 -8.062000e-03 10458217 2.439589e+06 2.786885e+06 2.868846e+06 2.362897e+06 
-1.308568e+00 -3.319000e-03 10457005 2.439711e+06 2.787707e+06 2.868411e+06 2.361176e+06 
-1.305643e+00 -4.091000e-03 10459366 2.440344e+06 2.788002e+06 2.868437e+06 2.362583e+06 
-1.301295e+00 -9.996000e-03 10458660 2.440350e+06 2.785713e+06 2.868923e+06 2.363674e+06 
-1.298551e+00 -1.025400e-02 10458058 2.440515e+06 2.785163e+06 2.868251e+06 2.364129e+06 
-1.300651e+00 -5.644000e-03 10458707 2.441093e+06 2.786416e+06 2.868035e+06 2.363163e+06 
-1.305862e+00 -5.272000e-03 10458666 2.440183e+06 2.787427e+06 2.868705e+06 2.362351e+06 
-1.307072e+00 -8.219000e-03 10459869 2.439757e+06 2.787491e+06 2.869687e+06 2.362934e+06 
-1.306179e+00 -8.624000e-03 10459469 2.439669e+06 2.787247e+06 2.869423e+06 2.363130e+06 
-1.299632e+00 -5.790000e-03 10458100 2.440969e+06 2.786189e+06 2.867601e+06 2.363341e+06 
-1.298711e+00 -6.419000e-03 10459902 2.441323e+06 2.786530e+06 2.867933e+06 2.364116e+06 
-1.301888e+00 -9.616000e-03 10459594 2.440200e+06 2.786454e+06 2.868881e+06 2.364059e+06 
-1.305279e+00 -8.385000e-03 10459033 2.439686e+06 2.787090e+06 2.869050e+06 2.363207e+06 
-1.308342e+00 -3.724000e-03 10458382 2.439798e+06 2.788176e+06 2.868613e+06 2.361795e+06 
-1.308046e+00 -4.021000e-03 10459182 2.440180e+06 2.788097e+06 2.869028e+06 2.361877e+06 
-1.300235e+00 -9.942000e-03 10458442 2.440404e+06 2.785568e+06 2.868604e+06 2.363866e+06 
-1.299291e+00 -9.411000e-03 10458521 2.440538e+06 2.785647e+06 2.868259e+06 2.364077e+06 
-1.300034e+00 -3.828000e-03 10459030 2.441261e+06 2.787003e+06 2.867421e+06 2.363345e+06 
-1.306061e+00 -4.323000e-03 10460378 2.440705e+06 2.788071e+06 2.869052e+06 2.362550e+06 
-1.308980e+00 -1.113000e-02 10458821 2.438985e+06 2.786788e+06 2.870447e+06 2.362601e+06 
-1.305762e+00 -1.027600e-02 10460250 2.439958e+06 2.786808e+06 2.870148e+06 2.363336e+06 
-1.301403e+00 -4.450000e-03 10461019 2.441516e+06 2.787539e+06 2.868408e+06 2.363556e+06 
-1.298247e+00 -4.288000e-03 10459607 2.441940e+06 2.786462e+06 2.867690e+06 2.363515e+06 
-1.300821e+00 -1.023500e-02 10460269 2.440563e+06 2.786226e+06 2.869125e+06 2.364355e+06 
-1.304805e+00 -7.502000e-03 10459606 2.440407e+06 2.786944e+06 2.869351e+06 2.362904e+06 
-1.308147e+00 -3.121000e-03 10461068 2.440637e+06 2.788877e+06 2.869301e+06 2.362253e+06 
-1.306109e+00 -3.754000e-03 10459826 2.440659e+06 2.788027e+06 2.868813e+06 2.362327e+06 
-1.302521e+00 -1.055300e-02 10460395 2.440407e+06 2.786341e+06 2.869634e+06 2.364013e+06 
-1.299070e+00 -8.510000e-03 10459807 2.440927e+06 2.786195e+06 2.868334e+06 2.364351e+06 
-1.300421e+00 -5.175000e-03 10460631 2.441582e+06 2.787042e+06 2.868374e+06 2.363633e+06 
-1.305285e+00 -5.254000e-03 10460773 2.440638e+06 2.788031e+06 2.869052e+06 2.363052e+06 
-1.308886e+00 -9.444000e-03 10460688 2.439770e+06 2.787487e+06 2.870727e+06 2.362704e+06 
-1.305192e+00 -8.329000e-03 10460519 2.440133e+06 2.787404e+06 2.869511e+06 2.363471e+06 
-1.302616e+00 -2.977000e-03 10460772 2.441550e+06 2.787863e+06 2.868347e+06 2.363012e+06 
-1.300082e+00 -5.204000e-03 10459802 2.441043e+06 2.787157e+06 2.867700e+06 2.363902e+06 
-1.301084e+00 -9.674000e-03 10460304 2.440469e+06 2.786521e+06 2.868935e+06 2.364379e+06 
-1.305225e+00 -8.284000e-03 10460682 2.440123e+06 2.787510e+06 2.869504e+06 2.363545e+06 
-1.306805e+00 -4.061000e-03 10460483 2.440637e+06 2.788277e+06 2.869146e+06 2.362423e+06 
-1.305335e+00 -4.704000e-03 10460327 2.440374e+06 2.788252e+06 2.868606e+06 2.363095e+06 
-1.301791e+00 -1.010000e-02 10460605 2.440725e+06 2.786276e+06 2.869574e+06 2.364030e+06 
-1.299472e+00 -8.836000e-03 10461323 2.441192e+06 2.786581e+06 2.868899e+06 2.364651e+06 
-1.300699e+00 -3.933000e-03 10460757 2.441696e+06 2.787397e+06 2.868178e+06 2.363486e+06 
-1.304721e+00 -4.833000e-03 10461482 2.441073e+06 2.788088e+06 2.869194e+06 2.363127e+06 
-1.308718e+00 -8.219000e-03 10461788 2.439857e+06 2.788350e+06 2.870404e+06 2.363177e+06 
-1.306886e+00 -7.166000e-03 10461893 2.440202e+06 2.788402e+06 2.869810e+06 2.363479e+06 
-1.302641e+00 -4.087000e-03 10461804 2.441346e+06 2.788220e+06 2.868556e+06 2.363682e+06 
-1.299097e+00 -4.510000e-03 10462055 2.441963e+06 2.787590e+06 2.868163e+06 2.364339e+06 
-1.300245e+00 -1.063200e-02 10461279 2.440718e+06 2.786446e+06 2.869263e+06 2.364852e+06 
-1.304641e+00 -8.420000e-03 10461893 2.440345e+06 2.787849e+06 2.869629e+06 2.364070e+06 
-1.307473e+00 -1.666000e-03 10462973 2.441420e+06 2.789522e+06 2.869466e+06 2.362565e+06 
-1.306958e+00 -3.111000e-03 10461136 2.440736e+06 2.788815e+06 2.869011e+06 2.362574e+06 
-1.303027e+00 -9.280000e-03 10462264 2.440780e+06 2.787318e+06 2.869833e+06 2.364333e+06 
-1.300044e+00 -7.926000e-03 10462050 2.441435e+06 2.786999e+06 2.869061e+06 2.364555e+06 
-1.299158e+00 -2.458000e-03 10461195 2.442340e+06 2.787454e+06 2.867854e+06 2.363547e+06 
-1.305914e+00 -3.831000e-03 10462329 2.441135e+06 2.788777e+06 2.869353e+06 2.363064e+06 
-1.309050e+00 -8.881000e-03 10462761 2.440011e+06 2.788466e+06 2.870923e+06 2.363361e+06 
-1.305633e+00 -6.503000e-03 10462362 2.440777e+06 2.788278e+06 2.869778e+06 2.363529e+06 
-1.304459e+00 -6.610000e-04 10462186 2.441851e+06 2.789026e+06 2.868551e+06 2.362758e+06 
-1.300919e+00 -4.973000e-03 10462960 2.442093e+06 2.787761e+06 2.869077e+06 2.364029e+06 
-1.300118e+00 -8.532000e-03 10462329 2.441507e+06 2.786868e+06 2.869367e+06 2.364587e+06 
-1.303915e+00 -7.973000e-03 10461533 2.440766e+06 2.787394e+06 2.869652e+06 2.363721e+06 
-1.307900e+00 -3.239000e-03 10463164 2.441161e+06 2.789362e+06 2.869869e+06 2.362772e+06 
-1.307275e+00 -3.643000e-03 10461706 2.440621e+06 2.789041e+06 2.869197e+06 2.362847e+06 
-1.303348e+00 -8.315000e-03 10462649 2.440919e+06 2.787687e+06 2.869777e+06 2.364266e+06 
-1.299558e+00 -4.628000e-03 10462074 2.442114e+06 2.787410e+06 2.868504e+06 2.364046e+06 
-1.300317e+00 -3.775000e-03 10460616 2.441826e+06 2.787248e+06 2.868126e+06 2.363416e+06 
-1.303254e+00 -2.666000e-03 10462051 2.441627e+06 2.788527e+06 2.868583e+06 2.363314e+06 
-1.307716e+00 -8.197000e-03 10462676 2.440080e+06 2.788578e+06 2.870329e+06 2.363689e+06 
-1.306590e+00 -8.251000e-03 10462375 2.440619e+06 2.787871e+06 2.870505e+06 2.363380e+06 
-1.304830e+00 -1.062000e-03 10462666 2.441776e+06 2.789210e+06 2.868748e+06 2.362932e+06 
-1.300151e+00 -6.750000e-04 10462189 2.442614e+06 2.788260e+06 2.867910e+06 2.363405e+06 
-1.299746e+00 -9.113000e-03 10462909 2.441410e+06 2.787065e+06 2.869362e+06 2.365072e+06 
-1.304479e+00 -7.885000e-03 10463376 2.440990e+06 2.788120e+06 2.870107e+06 2.364159e+06 
-1.307475e+00 -3.154000e-03 10462530 2.441069e+06 2.789165e+06 2.869584e+06 2.362712e+06 
-1.306471e+00 -1.568000e-03 10462841 2.441427e+06 2.789481e+06 2.869108e+06 2.362825e+06 
-1.301876e+00 -8.292000e-03 10462614 2.441236e+06 2.787360e+06 2.869604e+06 2.364414e+06 
-1.299831e+00 -8.420000e-03 10463372 2.441794e+06 2.787139e+06 2.869566e+06 2.364873e+06 
-1.300712e+00 -3.702000e-03 10463679 2.442311e+06 2.788318e+06 2.868841e+06 2.364209e+06 
-1.302775e+00 -3.444000e-03 10463942 2.442066e+06 2.788779e+06 2.869197e+06 2.363900e+06 
-1.308496e+00 -8.047000e-03 10462974 2.440086e+06 2.788770e+06 2.870553e+06 2.363565e+06 
-1.305834e+00 -6.496000e-03 10463744 2.441095e+06 2.788653e+06 2.870216e+06 2.363780e+06 
-1.303560e+00 -1.487000e-03 10463856 2.442266e+06 2.789176e+06 2.869010e+06 2.363404e+06 
-1.300691e+00 -1.811000e-03 10463072 2.442366e+06 2.788578e+06 2.868246e+06 2.363882e+06 
-1.300870e+00 -7.148000e-03 10463576 2.441629e+06 2.787822e+06 2.869333e+06 2.364792e+06 
-1.304432e+00 -6.983000e-03 10463184 2.441336e+06 2.787973e+06 2.870135e+06 2.363740e+06 
-1.307463e+00 -1.773000e-03 10462757 2.441369e+06 2.789430e+06 2.869438e+06 2.362520e+06 
-1.305891e+00 -1.446000e-03 10462879 2.441555e+06 2.789412e+06 2.869008e+06 2.362904e+06 
-1.302964e+00 -8.171000e-03 10463615 2.440979e+06 2.788157e+06 2.869704e+06 2.364775e+06 
-1.301419e+00 -6.668000e-03 10463490 2.441791e+06 2.787774e+06 2.869514e+06 2.364411e+06 
-1.301719e+00 -2.876000e-03 10462426 2.441891e+06 2.788382e+06 2.868429e+06 2.363724e+06 
-1.303445e+00 -1.441000e-03 10462638 2.442225e+06 2.788623e+06 2.868867e+06 2.362923e+06 
-1.308475e+00 -6.436000e-03 10464671 2.441110e+06 2.789121e+06 2.871113e+06 2.363327e+06 
-1.306962e+00 -8.709000e-03 10463487 2.440438e+06 2.788458e+06 2.870641e+06 2.363950e+06 
-1.304723e+00 -4.471000e-03 10462563 2.441499e+06 2.788320e+06 2.869547e+06 2.363196e+06 
-1.300601e+00 -4.036000e-03 10463315 2.442201e+06 2.788137e+06 2.868789e+06 2.364188e+06 
-1.300638e+00 -5.973000e-03 10463568 2.441829e+06 2.788002e+06 2.869073e+06 2.364664e+06 
-1.304938e+00 -7.495000e-03 10462869 2.441204e+06 2.787780e+06 2.870323e+06 2.363562e+06 
-1.307605e+00 -2.797000e-03 10463067 2.441193e+06 2.789426e+06 2.869656e+06 2.362792e+06 
-1.307756e+00 -2.004000e-03 10463776 2.441427e+06 2.789806e+06 2.869709e+06 2.362834e+06 
-1.303114e+00 -6.216000e-03 10464133 2.441630e+06 2.788404e+06 2.869786e+06 2.364313e+06 
-1.301161e+00 -8.117000e-03 10463152 2.441617e+06 2.787305e+06 2.869716e+06 2.364514e+06 
-1.301053e+00 -2.213000e-03 10462999 2.442217e+06 2.788559e+06 2.868344e+06 2.363879e+06 
-1.304451e+00 -2.180000e-04 10463820 2.442552e+06 2.789287e+06 2.869171e+06 2.362810e+06 
-1.306683e+00 -5.753000e-03 10463972 2.441263e+06 2.788842e+06 2.870428e+06 2.363439e+06 
-1.305774e+00 -7.574000e-03 10464109 2.441092e+06 2.788486e+06 2.870561e+06 2.363970e+06 
-1.302491e+00 -1.530000e-04 10463816 2.442516e+06 2.789342e+06 2.868473e+06 2.363485e+06 
-1.300836e+00 -1.796000e-03 10463358 2.442412e+06 2.788679e+06 2.868347e+06 2.363919e+06 
-1.302174e+00 -8.192000e-03 10463475 2.441487e+06 2.787572e+06 2.869955e+06 2.364461e+06 
-1.305570e+00 -7.023000e-03 10463112 2.440886e+06 2.788374e+06 2.870067e+06 2.363785e+06 
-1.307990e+00 -2.389000e-03 10464182 2.441439e+06 2.789871e+06 2.869940e+06 2.362932e+06 
-1.306295e+00 1.227000e-03 10463565 2.442218e+06 2.789966e+06 2.868957e+06 2.362424e+06 
