X Y 
0.170404 0.275424 
0.169065 0.262051 
0.166616 0.208357 
0.165305 0.164876 
0.165476 0.165438 
0.000001 0.005771 
0.000004 0.000017 
0.000014 0.000004 
0.000596 0.124564 
0.015633 0.116910 
0.025192 0.143767 
0.047374 0.163346 
0.075249 0.152887 
0.047356 0.138633 
0.080854 0.122908 
0.146238 0.138837 
0.173678 0.158548 
0.176981 0.066046 
0.166792 0.068893 
0.187845 0.070533 
0.253972 0.068988 
0.245912 0.072442 
0.257390 0.082436 
0.265286 0.082285 
0.248739 0.117964 
0.235013 0.113109 
0.205706 0.104037 
0.219683 0.102338 
0.208410 0.134075 
0.222371 0.113489 
0.228832 0.162302 
0.266286 0.148869 
0.254667 0.103160 
0.248200 0.111877 
0.195470 0.138812 
0.156164 0.104105 
0.149569 0.110715 
0.142734 0.101065 
0.168606 0.044020 
0.176937 0.016905 
0.181487 0.026521 
0.191790 0.109137 
0.207583 0.074309 
0.179142 0.003493 
0.196168 0.166485 
0.165598 0.178331 
0.162355 0.182954 
0.101811 0.188546 
0.105127 0.194276 
0.173568 0.189192 
0.170939 0.153066 
0.239761 0.164711 
0.221792 0.158772 
0.242155 0.139044 
0.210700 0.092063 
0.174307 0.100940 
0.144171 0.135559 
0.102614 0.088967 
0.084247 0.091704 
0.144578 0.049825 
0.119361 0.117575 
0.214778 0.088307 
0.242015 0.097932 
0.228603 0.075535 
0.265227 0.026437 
0.321428 0.024380 
0.276247 0.032164 
0.255050 0.034469 
0.243005 0.090476 
0.252876 0.129970 
0.259546 0.086279 
0.245062 0.097803 
0.265672 0.103178 
0.277620 0.086742 
0.249463 0.069102 
0.256529 0.163345 
0.232707 0.170193 
0.271717 0.158898 
0.213863 0.228737 
0.277370 0.246097 
0.250102 0.228102 
0.233939 0.156643 
0.236241 0.123576 
0.212040 0.084405 
0.202655 0.031293 
0.169708 0.026296 
0.186052 0.042251 
0.214833 0.035047 
0.223139 0.133445 
0.181552 0.150623 
0.170570 0.171079 
0.191448 0.202192 
0.171966 0.200937 
0.195331 0.190578 
0.204039 0.182619 
0.202454 0.160911 
0.219568 0.237733 
0.202717 0.250274 
0.195165 0.253440 
0.171561 0.268530 
0.174886 0.274721 
0.169617 0.203305 
0.167491 0.228424 
0.148077 0.257704 
0.107616 0.275107 
0.138042 0.245007 
0.150506 0.223862 
0.185533 0.228835 
0.174229 0.229040 
0.266637 0.239663 
0.226050 0.198736 
0.228146 0.219128 
0.272066 0.256061 
0.260147 0.350438 
0.289823 0.335830 
0.258127 0.347871 
0.262440 0.359860 
0.281754 0.275572 
0.261025 0.269749 
0.278494 0.263846 
0.290804 0.266105 
0.291028 0.304715 
0.276749 0.298589 
0.270211 0.318318 
0.258745 0.279462 
0.252096 0.275231 
0.228709 0.290331 
0.236106 0.318594 
0.220287 0.401380 
0.211739 0.399946 
0.192119 0.416951 
0.184649 0.429179 
0.168678 0.415789 
0.115084 0.435582 
0.129764 0.443179 
0.081145 0.417746 
0.089435 0.400395 
0.141616 0.287912 
0.187539 0.307591 
0.144069 0.292417 
0.195952 0.267365 
0.202640 0.228586 
0.189889 0.250737 
0.120421 0.179035 
0.042609 0.214320 
0.049572 0.185310 
0.090706 0.193690 
0.091237 0.256063 
0.067623 0.243911 
0.066280 0.222703 
0.002491 0.183081 
0.118721 0.173470 
0.149910 0.173049 
0.127986 0.174876 
0.099242 0.171589 
