X Y 
0.168484 0.243683 
0.165499 0.240006 
0.166010 0.238520 
0.171863 0.238455 
0.179302 0.240029 
0.190507 0.242927 
0.207787 0.247190 
0.226589 0.252573 
0.251921 0.260961 
0.281939 0.268735 
0.316874 0.277625 
0.361954 0.287378 
0.420326 0.300307 
0.500000 0.310480 
0.399961 0.308591 
NaN 0.339051 
NaN NaN 
NaN NaN 
NaN NaN 
NaN NaN 
NaN NaN 
NaN NaN 
NaN NaN 
NaN NaN 
NaN NaN 
NaN NaN 
NaN NaN 
NaN NaN 
NaN NaN 
NaN NaN 
NaN NaN 
