X Y 
0.232685 0.245352 
0.215662 0.206525 
0.204073 0.213700 
0.245943 0.256603 
0.232673 0.213904 
0.227735 0.229773 
0.213586 0.186323 
0.164290 0.126352 
0.160221 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.176633 
0.183724 0.157154 
0.166853 0.182333 
0.197434 0.206105 
0.163481 0.165366 
0.168746 0.171512 
0.131381 0.123764 
0.153004 0.167230 
0.166018 0.173815 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.152058 0.141415 
0.187350 0.178315 
0.209081 0.209409 
0.210086 0.187609 
0.184904 0.209877 
0.207052 0.222486 
0.229747 0.247849 
0.244998 0.255313 
0.264578 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.183478 
0.207351 0.218248 
0.231758 0.230381 
0.250293 0.244883 
0.225741 0.225596 
0.213439 0.219342 
0.193891 0.241509 
0.244019 0.247918 
0.251438 0.247061 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.184017 0.186725 
0.191791 0.190002 
0.179251 0.205005 
0.213792 0.233211 
0.230516 0.246354 
0.254345 0.241875 
0.248227 0.230428 
0.236187 0.244930 
0.268746 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.182802 
0.166785 0.171693 
0.194991 0.198166 
0.208341 0.184434 
0.201101 0.173073 
0.167810 0.164024 
0.175193 0.224016 
0.237338 0.210167 
0.212498 0.218558 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.179850 0.208936 
0.211724 0.216089 
0.237566 0.223961 
0.218862 0.243022 
0.229594 0.248648 
0.257136 0.268766 
0.264591 0.257340 
0.303556 0.307303 
0.321845 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.197264 
0.201720 0.241296 
0.223826 0.234715 
0.254944 0.272366 
0.293717 0.304998 
0.290146 0.212418 
0.210657 0.207679 
0.258992 0.262974 
0.237304 0.238712 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.199262 0.155001 
0.144843 0.126931 
0.130807 0.093588 
0.000026 0.196461 
0.256007 0.214912 
0.205379 0.195259 
0.203233 0.202603 
0.196326 0.189369 
0.205695 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.153388 
0.142630 0.193726 
0.198601 0.197949 
0.216648 0.215201 
0.213235 0.207140 
0.237672 0.245574 
0.246052 0.289050 
0.255019 0.234651 
0.195012 0.155426 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.183396 0.195127 
0.188246 0.210697 
0.190226 0.188338 
0.186908 0.226426 
0.254942 0.212827 
0.131576 0.108443 
0.089558 0.069538 
0.081048 0.000035 
0.000127 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.187668 
0.269199 0.292617 
0.301144 0.304734 
0.314948 0.320144 
0.320036 0.395981 
0.302706 0.304677 
0.290436 0.273412 
0.282395 0.267703 
0.272105 0.257778 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.189211 0.207979 
0.202153 0.290424 
0.305842 0.260384 
0.264599 0.270624 
0.276709 0.268852 
0.254613 0.246534 
0.246920 0.266800 
0.278811 0.255816 
0.256840 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
0.000000 0.000000 
