X Y 
0.325595 0.298050 
0.263251 0.252560 
0.251253 0.210561 
0.188354 0.202950 
0.159482 0.139244 
0.233096 0.169071 
0.157236 0.192218 
0.168141 0.137351 
0.107369 0.152413 
0.199086 0.223697 
0.222705 0.232492 
0.221076 0.233422 
0.279219 0.287937 
0.289727 0.267367 
0.275898 0.340890 
0.365217 0.364348 
0.376122 0.355377 
0.314814 0.284823 
0.317095 0.348130 
0.328815 0.315527 
0.323128 0.356684 
0.394430 0.420136 
0.426677 0.361370 
0.384830 0.293194 
0.251398 0.265365 
0.253786 0.240759 
0.275782 0.275358 
0.273047 0.275676 
0.273628 0.274277 
0.213001 0.217187 
0.238301 0.218347 
0.223598 0.240447 
0.233185 0.224152 
0.264782 0.253280 
0.252775 0.255672 
0.268696 0.273746 
0.256765 0.251503 
0.227686 0.236266 
0.247563 0.254533 
0.250746 0.242504 
0.279651 0.254028 
0.244435 0.263081 
0.225621 0.253317 
0.252946 0.263774 
0.269368 0.268310 
0.259320 0.276988 
0.278163 0.264690 
0.279753 0.261672 
0.269196 0.253390 
0.246533 0.241661 
0.252274 0.259536 
0.266061 0.273166 
0.267797 0.267115 
0.256712 0.237321 
0.256650 0.266994 
0.272966 0.288065 
0.292572 0.326325 
0.329447 0.324324 
0.327648 0.310549 
0.320713 0.331016 
0.326929 0.334449 
0.348647 0.400259 
0.435880 0.430824 
0.416757 0.429693 
0.314863 0.258328 
0.269064 0.261855 
0.278282 0.280558 
0.293034 0.259180 
0.275928 0.283086 
0.225950 0.212416 
0.207520 0.245088 
0.241737 0.242639 
0.240960 0.236319 
0.251218 0.278381 
0.285348 0.268610 
0.265116 0.288481 
0.292927 0.321318 
0.296318 0.269538 
0.267527 0.245510 
0.257201 0.256747 
0.271791 0.259871 
0.225492 0.227969 
0.235705 0.222124 
0.209166 0.167906 
0.158546 0.151629 
0.161708 0.162498 
0.175721 0.171247 
0.174347 0.196720 
0.161961 0.189995 
0.170923 0.175795 
0.198898 0.196667 
0.258155 0.231821 
0.223436 0.245990 
0.237679 0.223215 
0.216207 0.144385 
0.143243 0.144568 
0.169480 0.118544 
0.150674 0.157706 
0.156490 0.171544 
0.171877 0.164467 
0.228109 0.220573 
0.204644 0.224771 
0.210341 0.208753 
0.206967 0.219217 
0.216919 0.219202 
0.218650 0.188567 
0.200271 0.199991 
0.197957 0.176483 
0.152295 0.297768 
0.328875 0.342777 
0.307241 0.277645 
0.306151 0.301283 
0.307751 0.305243 
0.309169 0.319800 
0.313368 0.292182 
0.241688 0.251917 
0.259326 0.217667 
0.220655 0.213796 
0.211134 0.194601 
0.137410 0.127070 
0.129517 0.187455 
0.191991 0.185741 
0.177332 0.169626 
0.170696 0.180192 
0.195669 0.234496 
0.248459 0.261229 
0.217220 0.214386 
0.214861 0.177923 
0.152522 0.178864 
0.150572 0.154520 
0.252362 0.215863 
0.204239 0.175362 
0.182139 0.199037 
0.115610 0.182106 
0.195872 0.179946 
0.171476 0.178407 
0.228871 0.249607 
0.269104 0.283866 
0.282383 0.257342 
0.256104 0.236006 
0.242750 0.261610 
0.257490 0.256547 
0.260653 0.246019 
0.235450 0.000000 
